flow_size_kb,fct_ms,throughput_gbps,link_utilization
16.0,1.132,0.11940636042402827,0.0011940636042402828
64.0,4.6579999999999995,0.11343580936024045,0.0011343580936024045
256.0,18.732,0.1121742472773863,0.001121742472773863
1024.0,75.05799999999999,0.11181624876761971,0.0011181624876761972
4096.0,nan,0,0.0
